# wavelength  elem  eqw 
 5700.237   CuI   112.349 
 5701.104   SiI    54.026 
 5701.545   FeI   222.224 
 5702.323   CrI    43.105 
 5702.349   FeI    57.351 
 5702.693   TiI    60.767 
 5703.575    VI   144.676 
 5705.466   FeI    78.194 
 5705.981   FeI   105.327 
 5706.978    VI   133.139 
 5707.049   FeI    98.981 
 5708.089   FeI    99.025 
 5708.235   TiI    39.683 
 5708.400   SiI    90.063 
 5709.378   FeI   180.303 
 5709.539   NiI   159.268 
 5711.088   MgI   149.647 
 5711.777   ScI    81.950 
 5711.850   FeI    98.447 
 5711.883   NiI   134.217 
 5711.891   TiI    50.837 
 5712.131   FeI   118.232 
 5712.750   CrI    58.618 
 5713.929   TiI    39.576 
 5715.066   NiI    99.256 
 5715.091   FeI    48.480 
 5715.100   FeI    56.279 
 5715.123   TiI    89.114 
 5716.457   TiI    49.991 
 5717.307   ScI    31.630 
 5717.835   FeI   116.999 
 5720.477   TiI    39.661 
 5720.884   FeI    64.101 
 5721.704   FeI    48.305 
 5721.706   FeI    39.601 
 5722.360   CoI    34.638 
 5727.048    VI   160.253 
 5727.652    VI   106.193 
 5731.762   FeI   107.393 
 5732.275   FeI    48.887 
 5732.863   FeI    49.016 
 5737.059    VI   113.647 
 5739.464   TiI    82.442 
 5739.982   TiI    70.264 
 5741.201   TiI    40.155 
 5741.846   FeI    64.596 
 5743.447    VI   106.207 
 5747.667   SiI    85.367 
 5747.954   FeI   115.915 
 5748.346   NiI   105.879 
 5752.023   FeI    78.926 
 5753.121   FeI   138.973 
 5753.257   CoI    30.371 
 5753.623   SiI    81.790 
 5754.404   FeI    69.787 
 5754.655   NiI   147.730 
 5755.347   FeI    71.193 
 5759.544   FeI    36.985 
 5760.345   FeI   114.057 
 5760.828   NiI    72.063 
 5761.261   FeI    51.618 
 5762.257   TiI    37.542 
 5762.415   FeI    31.563 
 5762.841   FeI    30.673 
 5762.977   SiI    49.472 
 5762.990   FeI   160.430 
 5766.330   TiI    43.372 
 5769.307   FeI    47.361 
 5769.564   FeI    37.294 
 5769.673   FeI    72.831 
 5772.146   SiI    61.667 
 5772.411    VI    40.409 
 5774.037   TiI    49.024 
 5775.080   FeI   108.616 
 5776.225   FeI    41.324 
 5780.370   SiI    42.545 
 5780.590   FeI   109.364 
 5780.802   FeI    78.336 
 5780.950   CrI    44.189 
 5781.169   CrI    61.658 
 5781.748   CrI    72.187 
 5782.041   CuI    27.296 
 5782.047   CuI    48.351 
 5782.050   CuI    15.284 
 5782.054   CuI    29.865 
 5782.062   CuI    51.559 
 5782.066   CuI    77.074 
 5782.093   CuI    51.559 
 5782.094   CuI    77.074 
 5782.105   CuI    77.074 
 5782.105   CuI    51.559 
 5782.158   CuI   107.199 
 5782.161   CuI    83.718 
 5783.054   CrI    95.572 
 5783.849   CrI   104.726 
 5783.892   FeI    40.369 
 5784.657   FeI    87.483 
 5784.960   CrI    97.108 
 5785.266   MgI    89.343 
 5785.717   CrI    88.114 
 5785.918   CrI    57.243 
 5785.975   CrI    43.470 
 5785.979   TiI    47.370 
 5786.998   CrI    38.584 
 5787.910   CrI   116.770 
 5788.371   CrI    42.181 
 5790.657   CrI    61.910 
 5791.006   CrI   141.053 
 5791.016   FeI   109.269 
 5791.528   FeI    65.555 
 5793.073   SiI    53.359 
 5793.913   FeI    68.684 
 5796.078   NiI    38.876 
 5797.565  LaII    33.654 
 5797.856   SiI    52.216 
 5798.496   CrI    53.248 
 5804.034   FeI    67.645 
 5804.265   TiI    59.132 
 5804.463   FeI    51.765 
 5805.213   NiI    72.002 
 5805.756   FeI    34.371 
 5805.773  LaII    30.960 
 5806.717   FeI    84.615 
 5807.782   FeI    32.643 
 5807.972   FeI    71.130 
 5809.118   CaI    30.344 
 5809.217   FeI    88.404 
 5809.799   TiI    59.155 
 5811.917   FeI    76.019 
 5813.944   TiI   148.632 
 5814.805   FeI    44.482 
 5815.214   FeI    63.800 
 5815.231   FeI    30.864 
 5816.064   FeI    33.484 
 5816.367   FeI   117.462 
 5827.875   FeI    45.514 
 5831.053   FeI    94.565 
 5831.593   NiI    47.741 
 5835.098   FeI    32.455 
 5846.986   NiI   113.718 
 5848.064   FeI    40.052 
 5848.123   FeI    97.822 
 5849.682   FeI    74.941 
 5852.217   FeI    72.894 
 5853.149   FeI   112.721 
 5853.668  BaII   144.652 
 5853.682   FeI    49.933 
 5855.091   FeI    82.532 
 5856.083   FeI    85.801 
 5857.451   CaI   208.117 
 5857.746   NiI    75.971 
 5859.578   FeI   133.294 
 5862.353   FeI   155.113 
 5865.247   TiI    34.121 
 5866.452   TiI   180.251 
 5867.562   CaI   130.482 
 5869.192   TiI    35.975 
 5871.304   FeI    63.511 
 5873.212   FeI    45.120 
 5879.487   FeI    38.707 
 5880.029   FeI    36.049 
 5880.273   TiI    91.832 
 5881.279   FeI    37.937 
 5883.412   CoI    48.773 
 5883.813   FeI   119.687 
 5890.488   CoI    58.207 
 5891.160   FeI    47.127 
 5892.691   FeI    37.764 
 5892.872   NiI   142.266 
 5893.244   FeI    30.720 
 5898.217   FeI    30.861 
 5899.297   TiI   154.626 
 5902.485   FeI    81.848 
 5903.317   TiI   102.870 
 5905.689   FeI   112.095 
 5909.970   FeI    80.298 
 5913.709   TiI    37.804 
 5914.114   FeI   126.410 
 5914.194   FeI   150.834 
 5915.552   CoI    75.452 
 5916.249   FeI   168.508 
 5918.539   TiI   140.242 
 5922.110   TiI   152.180 
 5922.368   CoI    61.838 
 5927.786   FeI    94.147 
 5929.667   FeI   115.165 
 5930.173   FeI   149.546 
 5934.653   FeI   132.535 
 5935.378   CoI    53.297 
 5937.811   TiI   109.608 
 5940.631   TiI    64.115 
 5941.752   TiI   142.209 
 5943.577   FeI    58.711 
 5944.650   TiI    47.625 
 5948.541   SiI    96.047 
 5949.279   FeI    88.223 
 5949.337   FeI    66.755 
 5952.716   FeI    43.046 
 5953.162   TiI   143.198 
 5958.229   FeI    45.722 
 5958.331   FeI    63.446 
 5959.915   FeI    41.089 
 5963.238   FeI    34.150 
 5965.828   TiI   138.656 
 5975.347   FeI   160.424 
 5975.356   FeI    85.663 
 5976.775   FeI   124.663 
 5978.543   TiI   133.566 
 5980.772    VI    32.464 
 5983.673   FeI    39.934 
 5984.553   TiI    49.708 
 5984.814   FeI   123.638 
 5987.066   FeI   105.660 
 5988.558   TiI    30.072 
 5990.990   CoI    89.486 
 5991.376  FeII    47.859 
 5991.866   CoI    57.062 
 5995.994   TiI    32.872 
 5996.727   NiI    40.407 
 5997.589   NiI    32.173 
 5997.775   FeI    46.200 
 5999.663   TiI    40.920 
 6002.295    VI    42.240 
 6002.623    VI    49.288 
 6003.010   FeI   139.464 
 6005.543   FeI   116.883 
 6007.306   NiI   115.716 
 6007.960   FeI    91.025 
 6008.554   FeI   143.567 
 6012.206   FeI    86.546 
 6012.751   FeI    31.775 
 6013.513   MnI   141.061 
 6015.243   FeI    42.186 
 6016.604   FeI   124.792 
 6016.673   MnI   152.096 
 6020.170   FeI   137.125 
 6021.787   FeI    79.455 
 6021.819   MnI   160.210 
 6024.049   FeI   167.158 
 6027.050   FeI   119.642 
 6029.869   SiI    89.336 
 6031.677   TiI    33.982 
 6034.033   FeI    33.703 
 6039.722    VI   119.610 
 6050.996   FeI    32.492 
 6051.176   FeI    37.269 
 6053.679   NiI    33.585 
 6055.992   FeI   124.878 
 6058.139    VI    63.744 
 6060.621   FeI    46.486 
 6062.846   FeI    91.847 
 6064.629   TiI   115.742 
 6065.482   FeI   250.783 
 6076.308   FeI    82.276 
 6078.491   FeI   114.354 
 6081.441    VI   124.444 
 6082.422   CoI    41.795 
 6082.708   FeI   119.153 
 6084.111  FeII    33.713 
 6085.228   TiI   142.582 
 6085.260   FeI   118.279 
 6086.276   NiI    56.747 
 6090.214    VI   156.769 
 6091.174   TiI   103.097 
 6091.919   SiI    30.209 
 6092.798   TiI   104.115 
 6093.143   CoI    77.285 
 6093.666   FeI    61.391 
 6094.364   FeI    45.714 
 6096.662   FeI    77.902 
 6097.080   FeI    38.832 
 6097.266   CaI    31.170 
 6098.280   FeI    33.186 
 6098.694   TiI    34.560 
 6102.173   FeI   128.728 
 6102.716   CaI   242.124 
 6103.186   FeI   108.549 
 6105.120   FeI    32.802 
 6105.520   CoI    37.476 
 6108.107   NiI   164.079 
 6111.066   NiI    67.745 
 6111.622    VI    71.268 
 6111.622    VI    35.211 
 6111.662    VI    71.268 
 6111.662    VI    59.173 
 6116.174   NiI    80.229 
 6116.175   NiI    56.797 
 6116.996   CoI    60.111 
 6119.523    VI   134.598 
 6120.244   FeI    79.244 
 6121.006   TiI    34.735 
 6122.217   CaI   319.932 
 6125.011   SiI    38.413 
 6126.217   TiI   139.403 
 6127.475   ZrI    63.476 
 6127.895   FeI   106.566 
 6128.963   NiI   106.075 
 6130.130   NiI    48.171 
 6131.852   SiI    30.127 
 6134.585   ZrI    63.029 
 6135.338    VI    44.308 
 6135.338    VI    42.827 
 6135.338    VI    34.641 
 6135.378    VI    44.308 
 6135.378    VI    18.484 
 6135.379    VI    69.696 
 6136.615   FeI   281.961 
 6136.993   FeI   172.300 
 6137.497   FeI    47.277 
 6137.689   FeI   270.247 
 6138.445   TiI    45.384 
 6141.708  BaII     4.886 
 6141.708  BaII     8.135 
 6141.710  BaII    44.459 
 6141.710  BaII    59.676 
 6141.711  BaII     7.239 
 6141.712  BaII    99.346 
 6141.712  BaII    50.530 
 6141.712  BaII   114.165 
 6141.712  BaII    66.451 
 6141.712  BaII    11.784 
 6141.713  BaII    98.765 
 6141.713  BaII   131.060 
 6141.713  BaII   194.731 
 6141.714  BaII    85.535 
 6141.714  BaII    43.258 
 6141.714  BaII   100.945 
 6141.714  BaII    57.945 
 6141.715  BaII    68.145 
 6141.715  BaII    46.127 
 6141.715  BaII    84.209 
 6141.716  BaII    61.764 
 6141.730   FeI   136.712 
 6142.483   SiI    41.351 
 6143.252   ZrI    69.947 
 6145.016   SiI    47.371 
 6146.213   TiI    49.040 
 6147.724  FeII    42.255 
 6147.826   FeI    97.272 
 6149.237  FeII    43.107 
 6149.768   TiI    61.483 
 6150.076    VI    15.354 
 6150.084    VI    19.534 
 6150.086    VI     5.802 
 6150.096    VI    24.650 
 6150.099    VI     9.211 
 6150.102    VI     0.601 
 6150.113    VI    30.458 
 6150.117    VI    11.320 
 6150.120    VI     0.966 
 6150.133    VI    36.722 
 6150.138    VI    12.219 
 6150.142    VI     1.029 
 6150.159    VI    43.238 
 6150.164    VI    11.812 
 6150.169    VI     0.857 
 6150.188    VI    49.940 
 6150.195    VI     9.912 
 6150.200    VI     0.552 
 6150.222    VI    56.640 
 6150.229    VI     6.159 
 6150.236    VI     0.226 
 6151.617   FeI   147.280 
 6154.226   NaI    90.720 
 6155.134   SiI    82.690 
 6156.023   CaI    47.682 
 6157.725   FeI   128.710 
 6159.368   FeI    31.687 
 6160.747   NaI   118.685 
 6161.297   CaI   142.502 
 6162.173   CaI   372.967 
 6163.418   NiI    78.748 
 6163.535   FeI   125.119 
 6163.743   CaI   142.012 
 6165.361   FeI   101.607 
 6166.439   CaI   155.252 
 6169.042   CaI   181.229 
 6169.563   CaI   226.449 
 6170.366    VI   115.394 
 6170.504   FeI   122.391 
 6173.341   FeI   174.238 
 6175.360   NiI    88.020 
 6176.792   NiI    94.088 
 6176.827   NiI    67.719 
 6177.236   NiI    78.980 
 6180.203   FeI   142.832 
 6186.151   TiI    72.428 
 6186.709   NiI    61.184 
 6187.987   FeI   103.790 
 6188.917   CoI     7.953 
 6188.931   CoI    32.114 
 6188.959   CoI    11.707 
 6188.971   CoI    18.588 
 6188.984   CoI     7.954 
 6188.995   CoI    12.492 
 6189.004   CoI     7.971 
 6189.015   CoI    11.707 
 6189.024   CoI    10.920 
 6189.030   CoI     1.606 
 6189.039   CoI    12.492 
 6189.046   CoI     7.119 
 6189.050   CoI     0.093 
 6189.057   CoI    10.920 
 6189.064   CoI     4.053 
 6189.068   CoI     7.119 
 6189.364    VI    47.769 
 6191.171   NiI   173.968 
 6191.558   FeI   275.189 
 6191.718    YI    50.681 
 6199.155    VI   102.794 
 6199.173    VI    93.956 
 6199.188    VI    83.879 
 6199.203    VI    72.508 
 6199.207    VI    25.254 
 6199.215    VI    59.908 
 6199.218    VI    37.226 
 6199.226    VI    46.374 
 6199.227    VI    42.169 
 6199.235    VI    42.593 
 6199.236    VI    32.691 
 6199.241    VI    39.343 
 6199.244    VI    19.751 
 6199.246    VI    32.691 
 6199.249    VI    22.561 
 6199.252    VI     1.498 
 6199.256    VI     3.691 
 6199.259    VI     5.819 
 6199.259    VI     5.116 
 6199.260    VI     7.207 
 6199.261    VI     7.207 
 6199.507   FeI    35.013 
 6200.307   FeI   170.622 
 6204.595   NiI    53.044 
 6210.658   ScI   109.343 
 6213.425   FeI   196.685 
 6213.858    VI   100.012 
 6215.136   FeI   105.382 
 6215.239   TiI    66.483 
 6216.315    VI   108.642 
 6216.333    VI    96.956 
 6216.344   FeI    51.518 
 6216.348    VI    82.715 
 6216.362    VI    65.305 
 6216.362    VI    39.009 
 6216.372    VI    53.514 
 6216.374    VI    44.758 
 6216.382    VI    57.926 
 6216.385    VI    22.117 
 6216.389    VI    56.111 
 6216.394    VI    48.880 
 6216.398    VI    35.689 
 6216.401    VI     3.920 
 6216.404    VI    20.841 
 6216.406    VI     9.684 
 6216.408    VI    22.117 
 6216.408    VI    15.491 
 6216.409    VI    19.985 
 6219.275   FeI   210.637 
 6220.466   TiI    63.793 
 6220.770   FeI    64.003 
 6221.321   TiI    66.944 
 6221.643   FeI    74.720 
 6223.976   NiI    61.402 
 6224.496    VI   109.974 
 6226.726   FeI    80.535 
 6229.216   FeI   111.493 
 6230.078   NiI    46.153 
 6230.720   FeI   285.198 
 6230.798    VI   152.632 
 6230.926   CoI    29.895 
 6230.972   CoI    16.176 
 6231.008   CoI    11.973 
 6231.008   CoI     5.867 
 6231.045   CoI    16.177 
 6231.072   CoI    15.502 
 6232.635   FeI   164.270 
 6233.154    VI     9.465 
 6233.157    VI     5.411 
 6233.160    VI    14.447 
 6233.164    VI     0.125 
 6233.166    VI     9.465 
 6233.169    VI    16.495 
 6233.174    VI     2.152 
 6233.178    VI    14.447 
 6233.181    VI    15.473 
 6233.188    VI    10.585 
 6233.193    VI    16.495 
 6233.197    VI    10.563 
 6233.205    VI    24.363 
 6233.212    VI    15.473 
 6233.226    VI    41.442 
 6233.234    VI    10.563 
 6237.319   SiI    61.360 
 6238.378  FeII    47.530 
 6239.408   ScI    45.012 
 6239.762   ScI    87.624 
 6240.140    VI   106.245 
 6240.298   FeI    49.028 
 6240.638   FeI   145.920 
 6242.790    VI    85.608 
 6242.790    VI    46.071 
 6242.821    VI    57.597 
 6242.829    VI    57.597 
 6242.844    VI    55.865 
 6242.860    VI    25.571 
 6243.034    VI    31.275 
 6243.050    VI    45.403 
 6243.064    VI    51.274 
 6243.077    VI   116.554 
 6243.077    VI    52.143 
 6243.087    VI   105.672 
 6243.088    VI    48.788 
 6243.095    VI    93.209 
 6243.098    VI    41.248 
 6243.103    VI    79.269 
 6243.108    VI    27.762 
 6243.109    VI    64.433 
 6243.114    VI    50.647 
 6243.118    VI    40.488 
 6243.121    VI    39.533 
 6243.129    VI    31.276 
 6243.131    VI    27.763 
 6243.132    VI    45.403 
 6243.134    VI    41.248 
 6243.135    VI    51.275 
 6243.135    VI    48.788 
 6243.136    VI    52.144 
 6243.806   SiI    52.522 
 6244.459   SiI    51.318 
 6245.219    VI    38.610 
 6245.604  ScII    89.828 
 6246.313   FeI   211.094 
 6247.550  FeII    65.639 
 6249.510   CoI    43.032 
 6251.827    VI   148.701 
 6252.565   FeI   224.562 
 6254.173   SiI    49.751 
 6254.253   FeI   197.416 
 6255.952   FeI    82.403 
 6256.365   NiI   159.464 
 6256.370   FeI   147.470 
 6256.887    VI    86.159 
 6257.819   TiI    38.033 
 6258.110   TiI   179.068 
 6258.571    VI   117.000 
 6258.574   NiI    30.890 
 6258.713   TiI   193.301 
 6258.943   ScI    77.609 
 6259.592   NiI    35.149 
 6261.106   TiI   172.500 
 6261.229    VI   110.745 
 6262.287  LaII    33.423 
 6262.813   CoI    42.085 
 6265.141   FeI   176.188 
 6266.307    VI   128.275 
 6268.798    VI   101.603 
 6268.830    VI   124.999 
 6270.231   FeI   115.900 
 6271.276   FeI    63.145 
 6273.386   TiI    39.606 
 6274.649    VI   130.772 
 6276.295   ScI    54.814 
 6277.335   FeI    44.452 
 6279.740  ScII    80.847 
 6280.622   FeI   171.073 
 6280.763   FeI    50.660 
 6282.638   CoI   100.398 
 6282.810   FeI    98.614 
 6285.165    VI   140.924 
 6290.545   FeI    53.942 
 6290.974   FeI    98.411 
 6292.825    VI   144.029 
 6296.487    VI   136.099 
 6296.606   TiI    78.212 
 6297.799   FeI   170.364 
 6300.698  ScII    37.952 
 6301.508   FeI   169.776 
 6302.499   FeI   154.452 
 6303.757   TiI    80.651 
 6305.657   ScI   152.902 
 6309.920  ScII    55.192 
 6311.500   FeI    84.386 
 6312.238   TiI    77.870 
 6314.653   NiI   147.841 
 6314.668   NiI    66.212 
 6315.314   FeI   119.959 
 6315.421   FeI    67.322 
 6315.814   FeI    92.722 
 6318.018   FeI   185.396 
 6318.109   CaI    61.885 
 6318.708   MgI    79.555 
 6318.717   MgI    93.092 
 6319.237   MgI    75.966 
 6319.242   MgI    70.232 
 6319.495   MgI    40.967 
 6320.851  ScII    42.586 
 6322.164   NiI    36.123 
 6322.598   CrI    56.404 
 6322.694   FeI   145.876 
 6325.179   TiI    60.169 
 6326.840    VI    40.190 
 6327.604   NiI   128.837 
 6330.096   CrI   149.858 
 6330.852   FeI    72.768 
 6331.956   SiI    45.999 
 6335.337   FeI   203.957 
 6336.830   FeI   151.252 
 6338.880   FeI    70.314 
 6339.084    VI    35.767 
 6339.118   NiI    78.804 
 6343.308   CaI   116.911 
 6344.155   FeI   139.647 
 6349.475    VI    30.736 
 6353.360   SiI    34.588 
 6353.849   FeI   104.706 
 6355.035   FeI   152.095 
 6358.631   FeI   128.660 
 6358.687   FeI   182.043 
 6359.886   TiI    34.201 
 6360.818   NiI    60.054 
 6361.786   CaI   123.929 
 6362.876   CrI   184.790 
 6362.885   FeI    63.857 
 6364.369   FeI    55.709 
 6364.566   NiI    62.823 
 6364.706   FeI    44.630 
 6366.476   NiI    49.576 
 6368.620   FeI    54.538 
 6370.341   NiI    42.089 
 6378.247   NiI    57.473 
 6380.750   FeI   101.122 
 6384.663   NiI    56.645 
 6385.726   FeI    37.477 
 6392.538   FeI    85.171 
 6393.612   FeI   225.273 
 6395.477   TiI    48.797 
 6400.009   FeI   231.776 
 6400.322   FeI   172.788 
 6405.783   FeI    75.250 
 6406.070   FeI    34.309 
 6408.026   FeI   153.904 
 6411.658   FeI   174.641 
 6412.233   FeI    83.638 
 6414.594   NiI    43.562 
 6414.987   SiI    48.237 
 6416.940   FeI    93.794 
 6417.778   CoI    96.655 
 6419.639   FeI    43.837 
 6419.956   FeI   120.087 
 6421.360   FeI   206.281 
 6421.510   NiI    63.001 
 6425.125   CoI    33.085 
 6430.856   FeI   216.938 
 6432.683  FeII    51.466 
 6433.452   FeI    99.648 
 6435.004    YI    57.269 
 6436.411   FeI    46.669 
 6437.698  EuII    42.211 
 6439.070   CaI   307.994 
 6449.240   CrI    61.895 
 6449.810   CaI   191.888 
 6450.084   CoI    54.947 
 6450.247   CoI   126.623 
 6452.315    VI   135.464 
 6454.990   CoI    55.609 
 6455.600   CaI   134.954 
 6456.391  FeII    61.972 
 6456.870   FeI    74.662 
 6462.570   CaI   281.874 
 6462.711   FeI    79.625 
 6462.730   FeI   174.993 
 6464.661   FeI   133.653 
 6465.759   FeI    91.562 
 6469.123   FeI    59.576 
 6469.192   FeI    82.812 
 6471.668   CaI   182.004 
 6475.236   CaI    37.244 
 6475.632   FeI   131.570 
 6481.878   FeI   154.989 
 6482.810   NiI   135.235 
 6483.940   FeI   137.224 
 6491.582  TiII    77.942 
 6493.788   CaI   259.064 
 6494.499   FeI    64.448 
 6494.994   FeI   260.518 
 6495.740   FeI    75.528 
 6496.472   FeI   125.852 
 6496.930  BaII   237.713 
 6497.684   TiI    50.751 
 6498.950   FeI   167.431 
 6499.654   CaI   184.917 
 6501.194   CrI    36.794 
 6501.678   FeI   111.604 
 6504.164    VI    32.940 
 6504.173   FeI    43.616 
 6508.124   TiI    47.465 
 6516.083  FeII    60.506 
 6518.380   FeI   133.862 
 6527.215   SiI    41.837 
 6531.440    VI    53.545 
 6532.871   NiI    81.271 
 6533.970   FeI    72.450 
 6537.929   CrI    51.056 
 6538.496   FeI    38.337 
 6538.994   FeI    64.514 
 6541.474   FeI    34.424 
 6546.240   FeI   213.050 
 6546.269   TiI   113.835 
 6547.572   FeI   151.503 
 6550.508   FeI    30.986 
 6551.446   CoI    48.283 
 6551.676   FeI    63.149 
 6554.224   TiI   123.458 
 6555.466   SiI    42.760 
 6556.070   TiI   138.797 
 6559.576  TiII    49.642 
 6563.404   CoI    76.062 
 6569.230   FeI   122.975 
 6572.780   CaI   174.807 
 6572.893   CrI    36.629 
 6574.240   FeI   147.833 
 6575.020   FeI   150.798 
 6575.165   TiI    37.600 
 6581.220   FeI   113.551 
 6586.308   NiI   127.289 
 6591.325   FeI    34.516 
 6592.504   NiI    34.570 
 6592.926   FeI   221.697 
 6593.884   FeI   170.305 
 6597.557   FeI    74.493 
 6597.607   FeI    79.222 
 6598.593   NiI    42.783 
 6599.110   TiI   123.806 
 6604.583   FeI    44.269 
 6604.600  ScII    77.745 
 6605.980    VI    98.184 
 6606.979  TiII    37.975 
 6608.030   FeI    97.423 
 6609.118   FeI   143.360 
 6609.693   FeI   134.616 
 6624.860    VI    30.278 
 6625.021   FeI   130.189 
 6627.560   FeI    58.651 
 6630.005   CrI    65.571 
 6632.433   CoI    82.892 
 6633.440   FeI    55.188 
 6633.758   FeI   107.032 
 6634.100   FeI    65.792 
 6635.137   NiI    55.063 
 6635.702   FeI    47.719 
 6636.971   FeI    35.997 
 6639.717   FeI    45.777 
 6639.731   NiI    62.401 
 6639.897   FeI    39.364 
 6643.640   NiI   181.605 
 6646.966   FeI    66.072 
 6648.079   FeI   125.626 
 6653.850   FeI    32.189 
 6653.911   FeI    37.820 
 6663.246   FeI    57.235 
 6663.448   FeI   179.366 
 6665.426   FeI    76.681 
 6666.550   TiI    87.298 
 6667.417   FeI    89.131 
 6677.955   FeI   151.256 
 6677.997   FeI   174.983 
 6678.803   CoI    58.145 
 6687.490   FeI    44.749 
 6696.023   AlI   102.012 
 6696.032   AlI    87.643 
 6696.322   FeI    40.819 
 6698.670   AlI    51.551 
 6698.673   AlI    77.561 
 6703.568   FeI   111.403 
 6705.105   FeI    51.379 
 6705.131   FeI    50.953 
 6707.761   LiI    52.019 
 6710.323   FeI   110.385 
 6711.575   NiI    48.526 
 6712.676   FeI   144.111 
 6713.044   FeI    50.744 
 6713.195   FeI    30.949 
 6713.745   FeI    53.290 
 6715.383   FeI    51.027 
 6716.128   NiI    40.900 
 6717.681   CaI   174.198 
 6721.844   SiI    46.326 
 6724.082   FeI    44.940 
 6725.364   FeI    52.209 
 6726.673   FeI    81.339 
 6732.070   FeI    34.701 
 6733.151   FeI    52.870 
 6737.983   FeI    39.204 
 6738.270   FeI    78.545 
 6739.524   FeI    98.060 
 6743.124   TiI   148.863 
 6746.953   FeI    43.767 
 6750.164   FeI   169.278 
 6752.716   FeI    75.342 
 6753.017    VI    45.529 
 6765.450   MgI    59.327 
 6766.519    VI    38.060 
 6767.784   NiI   182.025 
 6771.033   CoI   119.754 
 6772.313   NiI   102.030 
 6777.408   FeI    40.133 
 6778.647   CaI    33.142 
 6783.280   FeI    62.435 
 6783.458   TiI    33.485 
 6783.707   FeI    66.490 
 6785.853   FeI    36.816 
 6786.860   FeI    70.556 
 6793.273   FeI    44.750 
 6796.053   FeI    39.755 
 6796.128   FeI    37.237 
 6798.479   CaI    46.083 
 6799.001   MgI    52.330 
 6801.865   FeI    95.738 
 6803.999   FeI    46.762 
 6804.271   FeI    36.638 
 6806.843   FeI   110.219 
 6810.262   FeI    87.772 
 6814.942   CoI   107.248 
 6820.371   FeI    71.440 
 6827.914  TiII    31.356 
 6828.592   FeI    98.672 
 6837.006   FeI    42.595 
 6839.830   FeI   109.188 
 6841.084   MgI    47.710 
 6841.339   FeI   112.616 
 6842.035   NiI    64.721 
 6842.685   FeI    71.511 
 6843.655   FeI   105.616 
 6851.636   FeI    61.424 
 6854.824   FeI    32.839 
 6855.161   FeI   117.313 
 6855.712   FeI    40.997 
 6856.037   SiI    33.735 
 6857.249   FeI    62.632 
 6858.132   FeI   187.410 
 6858.148   FeI    91.977 
 6860.283   FeI    52.093 
 6860.760   SiI    37.277 
 6861.448   TiI    73.867 
 6861.938   FeI    90.175 
 6862.493   FeI    61.189 
 6872.388   CoI    91.533 
 6875.446   FeI    63.359 
 6880.628   FeI    41.399 
 6881.707   CrI    78.462 
 6882.513   CrI    93.184 
 6883.053   CrI    89.832 
 6885.755   FeI    66.339 
 6886.443   FeI    32.435 
 6887.644   SiI    33.067 
 6894.918   MgI    44.997 
 6898.290   FeI    45.127 
 6906.287   AlI    36.570 
 6911.512   FeI    78.967 
 6914.559   NiI   162.530 
 6916.680   FeI   104.728 
 6920.911   SiI    39.970 
 6924.179   CrI   109.870 
 6925.272   CrI    95.694 
 6926.087   CrI    70.520 
 6928.517   NiI    38.733 
 6930.632   FeI    36.120 
 6933.020   FeI    40.607 
 6933.617   FeI   111.832 
 6933.653   FeI    52.177 
 6943.427   FeI    44.044 
 6945.204   FeI   188.308 
 6947.488   FeI    62.255 
 6950.812   FeI   111.002 
 6951.246   FeI    86.959 
 6955.032   NiI    50.254 
 6960.322   FeI    33.042 
 6963.022   FeI   109.556 
 6965.409   MgI    54.015 
 6970.473   FeI    81.152 
 6971.932   FeI    62.837 
 6976.513   SiI    36.175 
 6976.922   FeI    41.124 
 6977.429   FeI    56.498 
 6978.397   CrI   128.532 
 6978.851   FeI   181.885 
 6979.159   FeI    41.072 
 6979.795   CrI    88.659 
 6980.905   CrI    36.849 
 6988.524   FeI   109.963 
 6996.638   TiI    34.546 
 6998.905  TiII    35.849 
 6999.884   FeI   102.136 
 7000.615   FeI    53.133 
 7001.535   NiI    65.503 
 7003.569   SiI    49.823 
 7004.601   TiI    30.756 
 7005.880   SiI    61.329 
 7007.966   FeI    60.529 
 7010.346   FeI    32.385 
 7011.344   FeI    70.418 
 7014.987   FeI    60.214 
 7016.056   FeI   139.694 
 7016.391   FeI   120.265 
 7016.619   CoI    91.023 
 7017.653   SiI    50.814 
 7022.391   FeI    35.912 
 7022.952   FeI   117.768 
 7024.062   FeI    67.490 
 7024.641   FeI    75.848 
 7024.860   NiI    33.442 
 7027.593   FeI    35.912 
 7028.573   FeI    60.816 
 7028.952   NiI   102.573 
 7029.131   FeI    36.733 
 7030.006   NiI    58.029 
 7030.865   FeI    51.467 
 7034.377   NiI    39.793 
 7034.901   SiI    58.138 
 7038.220   FeI   110.051 
 7038.770   FeI    58.674 
 7038.812   TiI    68.110 
 7050.689   TiI    32.517 
 7052.868   CoI   127.664 
 7054.048   CoI    47.806 
 7058.237   FeI   115.401 
 7060.414   MgI    64.439 
 7061.305   TiI    54.103 
 7062.950   NiI    76.674 
 7068.409   FeI   117.067 
 7068.600   FeI    44.118 
 7069.531   FeI    44.019 
 7071.860   FeI    49.047 
 7083.395   FeI    41.901 
 7083.969   AlI    38.111 
 7084.643   AlI    48.495 
 7084.978   CoI   163.885 
 7086.725   FeI    71.083 
 7090.385   FeI   115.279 
 7093.081   FeI    33.427 
 7095.407   FeI    60.895 
 7097.774   ZrI    51.354 
